price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
8970962,13218,1,4,1,yes,no,no,no,no,2,no,unfurnished
6827700,5179,5,2,3,yes,no,yes,no,no,0,yes,furnished
4928042,2682,4,3,2,yes,yes,yes,no,no,0,no,semi-furnished
10090211,14698,2,5,4,yes,no,no,yes,yes,1,no,semi-furnished
6467630,6626,1,4,1,yes,yes,yes,no,no,3,no,furnished
7000751,8424,3,4,3,yes,no,no,no,yes,2,no,unfurnished
10463699,13857,4,4,3,yes,no,no,no,yes,1,no,semi-furnished
7273950,13155,4,1,2,no,no,no,no,no,2,no,unfurnished
2197364,1933,1,3,2,no,yes,no,no,no,0,no,unfurnished
7096468,4598,3,4,2,yes,yes,yes,no,no,3,yes,furnished
9856151,12425,6,2,4,yes,no,yes,no,yes,2,yes,furnished
7185408,2980,6,5,4,yes,no,no,no,yes,1,yes,unfurnished
7797460,11047,2,3,4,no,no,no,no,yes,0,no,furnished
2977922,4056,1,2,1,no,no,no,no,yes,2,no,semi-furnished
7632603,9984,2,1,4,yes,no,no,no,yes,2,no,unfurnished
4500685,1791,6,4,2,yes,no,no,no,no,1,no,furnished
7784235,11001,4,2,3,yes,no,no,no,no,2,no,unfurnished
6021646,6390,2,3,3,yes,yes,no,no,yes,0,no,unfurnished
6005088,7635,3,2,2,yes,no,no,yes,no,2,yes,semi-furnished
6834828,3255,5,1,4,yes,yes,no,no,yes,3,yes,semi-furnished
7606994,4610,6,5,4,yes,no,yes,no,no,3,yes,furnished
5042856,2607,6,4,2,yes,no,yes,no,yes,1,no,semi-furnished
6986412,6179,3,3,3,no,no,yes,no,yes,3,yes,furnished
7537107,7573,2,4,1,yes,no,yes,no,yes,3,no,furnished
2814954,1984,1,4,3,yes,yes,no,no,no,2,no,semi-furnished
7100927,6776,4,4,4,no,no,yes,no,yes,0,no,furnished
5710347,4676,5,2,3,no,no,no,no,no,0,yes,semi-furnished
4778092,4380,1,2,4,yes,no,yes,no,yes,2,no,unfurnished
7854672,9711,1,5,3,yes,yes,yes,no,no,3,no,semi-furnished
8148231,9782,3,1,2,yes,yes,no,no,yes,2,no,unfurnished
4641377,2050,2,3,4,yes,yes,no,no,yes,3,no,unfurnished
12136007,14997,6,2,1,yes,yes,no,no,yes,3,yes,unfurnished
7256466,4633,6,4,1,yes,yes,yes,no,yes,3,yes,furnished
5656291,7342,3,1,2,yes,yes,no,no,yes,0,no,furnished
9777825,13636,2,3,3,yes,no,no,no,yes,1,no,semi-furnished
3703323,1959,3,3,2,yes,no,no,no,yes,0,no,unfurnished
7427245,7059,6,3,2,yes,no,no,no,no,3,no,unfurnished
6540650,9884,1,3,1,yes,yes,yes,no,no,2,no,furnished
7536380,6655,4,5,1,yes,no,yes,no,yes,2,no,semi-furnished
9097773,13091,2,3,4,yes,no,yes,no,no,3,no,semi-furnished
6410162,5473,5,1,4,no,no,yes,no,yes,1,yes,semi-furnished
4306523,3946,5,2,4,yes,no,no,no,no,0,no,semi-furnished
7266813,8725,1,1,2,yes,yes,no,no,yes,0,yes,semi-furnished
3343722,1526,3,4,2,no,no,yes,no,no,3,no,furnished
5405366,4224,3,5,4,yes,no,no,yes,no,3,no,semi-furnished
9218752,11445,6,5,1,yes,no,no,no,no,1,no,semi-furnished
8327088,12536,1,4,1,yes,no,no,no,yes,0,no,furnished
10270185,13157,6,1,3,yes,no,yes,no,no,1,no,unfurnished
10934196,14547,6,1,4,yes,no,yes,no,yes,0,no,unfurnished
5261277,2875,5,4,2,yes,no,no,no,no,1,yes,furnished
4515808,2763,6,3,3,yes,no,no,no,yes,1,no,furnished
7333114,9712,6,3,3,no,no,no,yes,yes,1,no,furnished
6811201,6797,5,2,3,yes,no,no,no,yes,2,no,furnished
7826569,10208,3,1,4,yes,no,no,no,yes,2,no,semi-furnished
7781873,8099,2,1,4,yes,yes,no,no,yes,2,yes,unfurnished
8109461,6109,4,4,4,no,no,yes,no,yes,0,yes,semi-furnished
8300118,7644,6,4,1,yes,yes,yes,no,no,1,yes,semi-furnished
3235576,1116,2,3,3,yes,yes,no,no,yes,3,no,furnished
5848406,3433,5,1,1,yes,yes,no,no,yes,3,yes,semi-furnished
5895938,6463,2,1,4,yes,yes,yes,no,yes,0,no,unfurnished
6352722,1583,4,5,1,yes,yes,no,no,yes,0,yes,unfurnished
8351269,9586,2,2,1,yes,yes,no,yes,yes,3,yes,semi-furnished
9079102,14375,2,2,2,yes,no,yes,no,no,1,yes,semi-furnished
5164581,4788,2,3,4,yes,yes,yes,no,no,2,no,unfurnished
8052674,11960,2,1,3,yes,yes,yes,no,yes,0,no,semi-furnished
6129391,5167,1,5,4,no,no,yes,no,yes,0,yes,unfurnished
9077157,13052,6,1,1,yes,no,no,no,no,0,yes,semi-furnished
8342475,9465,5,4,4,no,no,yes,no,no,3,no,semi-furnished
8845719,11205,4,3,4,yes,no,yes,no,yes,2,no,furnished
9657480,14631,5,2,2,yes,no,yes,yes,no,1,no,semi-furnished
8503646,13625,1,1,2,yes,yes,no,no,yes,1,yes,semi-furnished
4560326,2389,1,3,4,yes,no,no,no,yes,3,no,unfurnished
8666389,12758,1,2,2,yes,no,no,yes,yes,0,yes,semi-furnished
9821204,13894,6,1,1,yes,no,no,yes,yes,3,no,unfurnished
8954267,9357,1,5,1,yes,yes,no,no,yes,3,yes,unfurnished
8815337,10759,2,3,1,yes,yes,no,no,yes,1,yes,furnished
6431094,7154,5,1,2,yes,yes,yes,yes,no,2,no,unfurnished
6583324,6420,3,2,4,yes,no,yes,no,yes,1,no,furnished
7648367,9920,4,2,1,yes,no,no,no,yes,3,yes,furnished
4778646,3043,1,5,3,yes,no,no,no,yes,3,no,furnished
6091861,5197,5,3,1,yes,no,no,no,yes,0,no,semi-furnished
4128345,4496,1,3,4,yes,no,no,no,no,0,no,semi-furnished
10754812,14703,6,1,1,yes,no,no,no,yes,3,yes,unfurnished
4809363,1778,1,2,3,yes,yes,yes,no,yes,1,yes,semi-furnished
2731890,1213,1,2,1,yes,no,no,no,yes,0,no,unfurnished
5114329,4762,1,5,1,yes,no,no,no,yes,2,no,unfurnished
11290375,14399,1,5,4,yes,no,no,no,yes,2,yes,furnished
8168088,10768,4,3,1,yes,no,no,no,no,3,no,furnished
8624062,11640,5,2,1,yes,yes,no,yes,yes,2,no,semi-furnished
8634135,7731,6,1,2,yes,yes,no,no,no,2,no,unfurnished
8543113,12128,1,4,4,yes,no,yes,no,no,0,yes,unfurnished
4880402,4117,1,1,4,yes,no,no,no,no,0,yes,semi-furnished
7398903,6791,1,5,4,yes,yes,yes,yes,yes,1,no,furnished
8109391,9783,1,1,4,yes,yes,yes,no,no,0,no,furnished
8644090,14621,2,2,1,yes,no,no,no,yes,1,no,unfurnished
10488203,14397,2,3,3,yes,yes,yes,no,no,0,yes,furnished
5681369,3720,3,4,3,yes,no,no,no,no,3,no,semi-furnished
7961487,9905,1,3,2,no,yes,yes,no,yes,1,no,semi-furnished
7936038,10127,3,4,1,yes,no,no,no,yes,3,no,semi-furnished
7214468,7047,4,4,4,yes,no,no,no,no,1,no,semi-furnished
8786887,13529,3,2,4,no,no,no,no,yes,2,no,unfurnished
7179834,9032,5,2,3,yes,no,no,no,no,1,no,furnished
3507975,1001,2,5,2,no,no,no,no,yes,1,yes,unfurnished
6362437,7368,2,5,1,yes,no,yes,no,no,1,yes,semi-furnished
8311390,12040,1,4,2,yes,yes,no,no,yes,1,no,furnished
9440128,13236,1,5,1,yes,yes,no,no,no,1,yes,semi-furnished
4917579,2949,4,2,2,yes,no,yes,no,no,2,no,furnished
7992743,7732,6,5,2,no,yes,yes,no,no,1,yes,unfurnished
8635781,8833,4,4,4,no,yes,no,no,yes,3,no,unfurnished
5691493,1917,5,3,3,yes,no,no,no,yes,1,no,semi-furnished
5350816,4174,1,1,4,yes,no,yes,no,no,1,yes,semi-furnished
8577229,11433,1,5,3,no,no,yes,no,no,3,no,unfurnished
6635065,8014,4,2,2,yes,no,yes,no,no,0,no,semi-furnished
3262691,1089,4,3,1,yes,yes,no,no,yes,0,no,semi-furnished
5494263,2709,4,2,4,no,yes,no,no,no,2,yes,unfurnished
7923006,11361,2,5,1,no,no,no,no,no,1,no,semi-furnished
8740832,13430,3,4,4,yes,no,no,no,no,1,yes,semi-furnished
4171993,4041,3,1,4,yes,no,no,no,yes,0,no,semi-furnished
2717218,1105,1,1,4,no,no,no,yes,yes,1,yes,semi-furnished
7225348,10078,2,3,1,yes,no,no,no,yes,2,yes,semi-furnished
7003192,9619,4,1,4,yes,no,no,no,no,3,no,semi-furnished
10152382,14616,1,4,4,yes,no,no,no,no,1,no,furnished
4722211,2895,2,2,4,no,yes,yes,no,no,3,no,semi-furnished
6742900,7090,5,4,1,yes,no,no,no,no,2,no,semi-furnished
8946506,9508,6,3,4,yes,no,yes,no,yes,0,no,furnished
7473116,7082,2,3,1,yes,no,no,no,yes,2,yes,unfurnished
2840018,1634,1,1,3,yes,no,yes,no,no,2,no,semi-furnished
4284421,2925,3,4,4,no,no,no,no,yes,2,no,furnished
5083475,3056,4,2,2,no,yes,yes,no,no,2,no,semi-furnished
8612486,7917,6,4,3,yes,yes,yes,no,yes,3,no,furnished
4564173,4144,5,2,1,yes,no,yes,no,yes,2,no,semi-furnished
9528530,11462,6,2,2,yes,yes,no,yes,yes,2,no,furnished
9128841,10631,6,4,1,yes,yes,yes,yes,yes,2,no,semi-furnished
4381050,1552,2,5,1,no,no,yes,no,no,2,yes,unfurnished
8645183,9907,1,4,4,yes,no,no,no,yes,3,yes,furnished
5948229,6383,1,2,2,yes,no,no,no,yes,2,yes,unfurnished
5411759,4911,6,3,1,yes,no,no,no,no,0,no,furnished
8572104,10905,4,3,3,yes,no,yes,no,no,2,no,semi-furnished
4775089,4389,1,1,4,yes,yes,yes,no,no,2,no,semi-furnished
10138436,10299,6,3,3,yes,no,yes,no,yes,1,yes,unfurnished
9580251,14629,1,5,3,yes,no,yes,no,yes,1,no,semi-furnished
10689054,13398,4,2,4,yes,yes,no,yes,yes,1,no,unfurnished
8578748,9442,5,4,1,yes,yes,no,no,yes,2,no,furnished
6439151,3430,6,4,3,no,yes,no,no,yes,0,no,furnished
8735560,11246,3,5,1,yes,no,yes,no,no,0,no,furnished
3126178,1458,3,3,1,no,yes,yes,no,no,1,no,furnished
11418394,14395,6,2,4,yes,yes,yes,yes,no,1,no,furnished
4023748,1207,2,3,3,yes,yes,yes,no,yes,2,no,semi-furnished
3858858,1899,5,1,3,yes,no,no,no,yes,0,no,unfurnished
8228033,12653,2,3,4,yes,yes,no,no,yes,0,no,semi-furnished
9601608,12577,3,1,1,yes,yes,yes,no,yes,1,no,furnished
4817610,1021,4,4,1,yes,yes,no,no,yes,0,no,unfurnished
7492772,9601,6,2,4,yes,no,no,no,no,1,no,semi-furnished
2499563,1894,1,1,1,no,no,yes,no,yes,1,no,semi-furnished
3720267,1514,3,3,1,yes,no,no,yes,no,3,no,furnished
7689217,8294,5,3,3,yes,no,no,no,no,3,no,furnished
6056463,5904,3,4,1,yes,no,yes,yes,no,2,yes,semi-furnished
9327536,8867,5,5,1,yes,no,yes,no,yes,1,yes,unfurnished
11497704,14161,5,5,1,yes,no,no,no,no,2,yes,furnished
7637070,5109,6,3,1,no,yes,yes,no,no,3,yes,furnished
11079488,14258,5,5,4,yes,no,no,no,yes,0,no,furnished
7571187,8179,2,2,4,no,no,yes,no,yes,3,yes,semi-furnished
8952857,11326,4,5,4,yes,no,no,no,yes,3,no,unfurnished
7792088,12787,3,2,1,yes,no,no,no,no,3,no,semi-furnished
9290942,12148,4,3,4,yes,no,yes,no,yes,0,no,unfurnished
5192503,2560,1,3,2,yes,yes,no,yes,yes,3,no,furnished
9555455,14612,3,3,2,no,yes,yes,no,no,1,no,unfurnished
3075697,2266,4,4,2,no,no,no,yes,no,1,no,unfurnished
9056238,11361,4,5,3,yes,no,no,no,yes,3,no,semi-furnished
5255992,4638,6,1,1,no,no,no,no,no,2,no,unfurnished
8412893,9941,6,1,3,yes,no,no,no,no,2,yes,unfurnished
4524925,4427,1,3,4,yes,no,yes,no,yes,0,no,semi-furnished
5984431,5780,5,5,1,no,no,no,no,no,0,yes,unfurnished
4380127,2927,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished
8859432,12996,6,1,1,yes,no,no,no,yes,1,no,unfurnished
10639994,12894,3,3,3,yes,yes,no,no,yes,3,no,furnished
5271876,3356,1,1,4,yes,no,no,no,no,2,yes,semi-furnished
6226250,5790,6,1,4,yes,no,no,no,no,1,yes,unfurnished
8154477,11527,6,1,3,yes,no,no,no,no,2,no,semi-furnished
3534269,1306,5,3,1,yes,no,no,no,yes,0,yes,unfurnished
6867825,8979,3,3,3,yes,no,no,no,no,0,no,semi-furnished
7966074,4665,3,4,4,yes,no,yes,yes,yes,3,yes,unfurnished
9015186,11181,3,4,2,no,yes,no,no,no,3,yes,furnished
8466437,8057,5,4,4,yes,yes,no,no,no,1,no,furnished
5633117,1661,6,1,4,yes,no,yes,no,yes,2,no,semi-furnished
5350807,5644,1,5,1,yes,no,no,no,yes,1,no,unfurnished
8645707,9503,3,3,2,yes,no,yes,yes,yes,1,yes,furnished
6514692,3920,4,4,4,yes,yes,no,yes,no,2,yes,semi-furnished
8699370,10274,5,5,2,yes,no,no,no,yes,1,no,furnished
9777004,12163,2,4,3,yes,no,yes,no,yes,3,no,unfurnished
8297014,9946,1,4,1,yes,no,no,no,yes,2,yes,unfurnished
11399328,13322,4,5,2,yes,yes,yes,no,yes,2,yes,furnished
9969510,13732,3,4,2,yes,yes,no,no,yes,1,no,semi-furnished
6649446,7236,2,1,1,yes,yes,yes,no,no,2,yes,unfurnished
6549573,7078,1,1,3,yes,no,no,no,yes,3,yes,semi-furnished
10339750,14518,5,1,2,yes,yes,no,no,no,3,yes,unfurnished
3545961,1352,2,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished
9102421,10094,6,4,4,yes,no,no,no,yes,0,yes,unfurnished
8680485,14643,2,2,1,yes,no,no,no,yes,0,no,furnished
9841788,13080,4,3,4,yes,yes,no,no,no,0,no,semi-furnished
7240025,8005,1,5,2,yes,no,no,no,yes,1,yes,unfurnished
3851783,1158,4,3,2,yes,yes,no,no,yes,0,no,semi-furnished
8661394,11169,4,2,2,yes,no,no,no,yes,0,yes,furnished
2923871,1956,3,1,3,yes,no,no,no,yes,0,no,semi-furnished
5287268,3071,5,4,3,yes,no,no,no,no,0,yes,semi-furnished
8811046,9595,2,4,4,yes,no,yes,no,yes,1,no,unfurnished
9561204,13803,1,1,1,yes,no,yes,no,yes,0,yes,semi-furnished
11685978,11971,6,4,4,yes,no,yes,no,yes,2,no,semi-furnished
9667110,10579,5,5,1,yes,no,yes,no,yes,3,no,furnished
6360519,4453,5,5,2,yes,no,no,no,yes,2,no,furnished
6686937,7675,1,5,1,yes,no,yes,no,no,1,yes,furnished
4889941,1955,5,3,3,no,no,no,no,yes,1,yes,unfurnished
5710508,7295,3,1,1,no,yes,yes,no,no,1,yes,unfurnished
5655833,2712,5,5,1,no,no,no,yes,yes,3,yes,semi-furnished
5536070,5703,3,2,2,yes,no,no,no,no,0,yes,furnished
5882425,7563,2,5,2,yes,no,no,no,no,1,no,unfurnished
7009933,10465,2,3,3,no,no,no,no,yes,0,no,unfurnished
6009360,6631,4,2,1,yes,no,no,no,no,1,yes,furnished
7810525,13003,3,1,1,yes,no,no,no,no,3,no,semi-furnished
9312015,11817,6,1,1,yes,no,no,no,no,2,yes,semi-furnished
6987397,11574,2,5,2,no,no,no,no,no,2,no,unfurnished
7495173,10633,5,2,3,no,no,yes,no,no,3,no,semi-furnished
6411310,12171,1,2,1,yes,no,no,no,yes,0,no,semi-furnished
6532813,10989,1,5,1,no,no,no,no,yes,1,no,semi-furnished
10970529,13582,3,5,1,yes,yes,no,no,no,2,no,semi-furnished
12223666,13201,6,4,1,yes,no,yes,no,yes,3,yes,furnished
10652992,14042,4,4,3,no,yes,yes,no,yes,0,yes,unfurnished
5318091,2394,5,5,3,no,no,yes,yes,yes,2,no,furnished
9449497,13473,3,3,3,yes,no,no,no,yes,3,no,semi-furnished
6877697,10461,1,4,2,no,no,no,no,no,1,yes,furnished
7607889,5732,3,5,1,yes,no,no,no,yes,3,yes,semi-furnished
10500819,14579,5,2,1,yes,yes,no,no,no,0,yes,furnished
5405844,4714,6,4,1,no,yes,no,no,no,2,no,semi-furnished
3959339,1529,6,3,1,no,no,yes,no,no,1,no,unfurnished
9497416,12815,2,1,4,yes,no,no,no,yes,0,no,semi-furnished
6480112,3958,5,2,3,yes,no,no,no,yes,3,yes,semi-furnished
7792171,8904,2,3,4,yes,no,no,no,no,2,no,unfurnished
8159932,12106,2,3,4,no,no,no,no,no,2,no,furnished
9490855,14081,2,3,2,yes,no,no,no,yes,0,no,furnished
4930480,4591,3,2,2,no,yes,no,no,yes,1,yes,unfurnished
7469148,11339,1,3,1,yes,no,no,no,no,0,no,unfurnished
7319431,7895,6,1,4,yes,no,no,no,no,2,yes,unfurnished
10397713,13765,3,4,4,no,no,no,no,yes,2,no,semi-furnished
8878684,14910,1,2,3,yes,no,no,no,no,2,no,furnished
9127076,12561,6,3,4,yes,yes,no,no,no,1,no,semi-furnished
9569855,10131,5,5,2,yes,no,no,no,yes,2,yes,unfurnished
6627806,1525,6,4,4,yes,yes,no,no,yes,2,no,furnished
6919946,7477,6,2,2,yes,no,no,no,no,0,yes,unfurnished
6045716,1001,6,5,1,no,no,no,yes,yes,2,yes,semi-furnished
6315262,1374,4,5,2,yes,yes,yes,no,yes,3,yes,semi-furnished
10108417,11532,5,3,1,yes,yes,yes,no,no,0,no,furnished
8705918,13197,3,2,3,no,no,no,no,no,2,yes,semi-furnished
8788020,12244,3,3,1,yes,no,yes,no,yes,0,no,furnished
5794793,5648,1,1,4,yes,no,yes,no,yes,0,yes,semi-furnished
5735152,3365,3,5,2,yes,no,no,no,no,3,yes,semi-furnished
3395927,2525,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
10380105,13668,6,3,1,yes,yes,yes,no,yes,0,no,unfurnished
5124223,2646,3,4,1,yes,yes,yes,no,yes,1,no,unfurnished
3963360,1013,1,5,1,yes,no,no,no,yes,2,yes,furnished
4780969,5599,1,4,1,yes,no,no,no,yes,1,no,furnished
4185412,3278,2,2,1,yes,no,no,no,no,2,yes,furnished
6684139,4155,1,5,2,yes,yes,yes,no,yes,0,yes,semi-furnished
7277250,9321,4,1,4,no,no,no,yes,yes,2,no,semi-furnished
7081116,4814,6,4,4,yes,no,no,no,yes,0,no,semi-furnished
9897773,14125,6,2,1,yes,no,yes,no,no,2,no,semi-furnished
7571332,4216,6,5,2,yes,no,no,no,yes,0,yes,furnished
8980628,12130,5,2,1,yes,no,no,yes,no,2,yes,furnished
9787826,13120,3,1,3,yes,yes,no,yes,yes,2,yes,furnished
9704226,11232,4,5,4,yes,no,no,no,yes,2,no,semi-furnished
6317681,9219,3,2,1,no,yes,yes,no,no,0,no,semi-furnished
5576647,3113,4,3,2,yes,no,no,no,yes,2,no,semi-furnished
8521554,10444,3,5,4,yes,no,yes,no,yes,0,no,semi-furnished
6319576,5356,2,5,2,yes,no,yes,no,no,1,no,furnished
7815549,11238,1,5,3,no,no,no,yes,yes,2,no,semi-furnished
10292243,14760,1,5,1,yes,no,yes,no,yes,3,no,semi-furnished
5304846,6543,2,3,3,yes,no,no,no,yes,3,no,unfurnished
5820976,5555,4,1,4,yes,no,yes,no,yes,0,no,furnished
11305867,13215,5,3,1,yes,yes,no,no,yes,3,yes,semi-furnished
10896971,13588,4,3,4,yes,yes,no,yes,yes,0,no,semi-furnished
6586949,8062,1,2,1,yes,no,yes,no,yes,0,no,furnished
6858841,4374,5,4,2,yes,yes,no,no,no,3,no,semi-furnished
7454131,7430,3,4,4,yes,yes,no,no,yes,3,no,unfurnished
6830190,4466,5,2,3,yes,no,yes,no,no,1,no,unfurnished
5556927,4081,4,3,3,no,no,yes,no,yes,0,no,semi-furnished
8495301,12970,2,2,2,yes,no,no,no,no,3,yes,semi-furnished
4628633,1629,3,5,2,yes,no,yes,no,yes,1,no,semi-furnished
3258778,1269,4,2,3,no,yes,yes,yes,no,1,no,furnished
9321249,11831,3,2,2,yes,no,no,no,yes,0,yes,semi-furnished
9531125,11185,5,5,1,yes,no,yes,no,no,2,no,furnished
6831616,6724,1,4,3,yes,yes,no,no,yes,3,no,furnished
7960820,6897,4,5,4,yes,no,no,no,yes,3,no,semi-furnished
8724234,12083,2,1,3,yes,no,yes,no,no,3,no,semi-furnished
9713575,14149,5,2,2,no,no,no,no,yes,3,no,unfurnished
4517962,4432,4,2,1,yes,no,no,no,yes,3,no,semi-furnished
8199525,10472,2,4,4,no,no,no,no,no,3,no,furnished
5698551,7276,4,3,3,no,no,no,no,no,1,yes,unfurnished
7813991,6895,5,5,3,yes,yes,no,no,no,0,no,unfurnished
11668881,14994,4,3,4,yes,no,no,no,yes,1,yes,furnished
6573036,8115,3,1,1,no,yes,yes,no,yes,3,no,unfurnished
7271084,7656,5,5,2,yes,no,no,yes,yes,0,no,semi-furnished
7393611,11552,4,1,2,yes,no,no,no,no,3,no,semi-furnished
2746119,1575,1,1,2,yes,no,yes,no,yes,0,no,unfurnished
6261904,8029,4,1,2,yes,no,no,no,yes,1,yes,unfurnished
8390170,7099,3,5,4,yes,yes,yes,no,yes,0,yes,semi-furnished
7871946,10499,2,5,1,yes,no,no,no,no,1,no,unfurnished
4495875,4192,2,4,1,yes,no,yes,no,yes,3,no,semi-furnished
4811749,4178,2,2,3,yes,yes,no,no,yes,0,no,semi-furnished
6147119,7052,1,3,3,no,no,no,no,yes,2,no,furnished
6443267,3734,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished
7349068,7116,5,1,3,yes,no,no,yes,yes,1,yes,semi-furnished
7854781,11404,2,5,1,yes,yes,no,no,no,1,yes,furnished
8041523,11544,3,5,4,no,no,yes,no,no,1,no,semi-furnished
5144365,4568,4,1,4,yes,no,yes,no,yes,1,no,semi-furnished
9273795,10847,1,2,2,yes,yes,yes,no,yes,3,yes,semi-furnished
8366426,10771,3,3,1,yes,no,no,yes,yes,2,no,semi-furnished
5336884,3203,3,4,4,yes,yes,no,no,yes,1,no,unfurnished
4888263,2390,5,2,1,yes,yes,no,yes,yes,0,no,unfurnished
3853545,2742,3,5,3,yes,no,no,no,no,0,no,furnished
5233707,2925,5,1,1,yes,yes,yes,no,yes,3,no,unfurnished
3149655,1619,1,3,2,yes,yes,no,no,no,1,no,semi-furnished
3291867,2274,1,1,2,yes,no,yes,no,yes,0,no,furnished
4944986,1956,4,5,4,yes,no,yes,no,yes,1,no,furnished
5181149,2939,5,1,3,yes,no,yes,no,yes,0,no,unfurnished
6591743,4953,5,3,3,yes,yes,no,no,yes,3,yes,unfurnished
6727096,11573,2,1,1,yes,no,no,no,no,0,yes,furnished
4496072,1968,2,3,3,yes,no,yes,yes,yes,1,yes,unfurnished
8544172,10508,4,1,2,yes,yes,no,no,yes,1,no,furnished
6634200,10235,1,1,4,no,no,no,no,no,3,no,semi-furnished
5260855,1281,6,3,4,yes,no,no,no,yes,2,yes,semi-furnished
8279589,12036,2,1,4,yes,no,no,yes,yes,1,no,unfurnished
6923918,7262,3,2,3,yes,no,yes,yes,no,2,no,furnished
4416989,2058,1,4,3,no,no,no,no,yes,1,no,furnished
6768338,5293,6,2,2,yes,no,no,no,yes,3,no,unfurnished
9016309,11724,3,4,1,yes,yes,no,no,yes,0,no,semi-furnished
9368835,13020,5,2,1,yes,no,no,no,yes,2,yes,furnished
5867335,6178,1,4,4,yes,no,yes,no,no,0,no,furnished
7292161,7980,4,1,4,yes,no,no,no,yes,3,no,unfurnished
10080910,14472,5,3,3,yes,no,no,no,no,3,no,furnished
8254543,10200,5,3,4,yes,yes,no,no,no,3,no,semi-furnished
5131638,2229,3,5,2,yes,no,yes,no,yes,1,yes,semi-furnished
8775943,10227,5,4,2,yes,yes,no,no,no,1,yes,semi-furnished
6273292,5585,2,5,4,no,no,no,no,yes,1,no,unfurnished
7588663,9467,1,5,4,no,no,no,yes,yes,1,yes,semi-furnished
5381516,3740,2,4,4,yes,no,yes,no,yes,2,no,semi-furnished
4153728,3289,3,3,4,no,no,no,no,no,3,yes,unfurnished
6383180,2239,6,4,4,yes,yes,no,no,yes,2,no,furnished
5031328,6370,3,1,2,no,no,no,no,no,1,no,furnished
2271291,1125,1,5,1,yes,no,no,no,yes,0,no,semi-furnished
10892125,13257,5,5,2,yes,yes,yes,no,yes,2,no,furnished
10176655,13504,4,4,2,no,no,yes,no,yes,0,yes,semi-furnished
7722803,8473,3,5,4,no,no,no,no,no,1,no,furnished
7992704,13060,1,3,1,yes,yes,no,no,no,2,no,furnished
10255336,10400,4,5,4,yes,no,yes,no,no,2,yes,unfurnished
5669199,6342,5,4,2,no,no,no,no,no,2,no,furnished
9061973,8351,6,3,1,yes,yes,no,no,yes,0,yes,furnished
5870094,7638,3,3,3,no,yes,no,no,no,1,no,furnished
8809269,7570,6,5,4,yes,no,no,no,no,3,yes,semi-furnished
5966216,4249,1,4,3,no,no,yes,no,yes,3,yes,furnished
8126867,10110,6,5,3,yes,no,no,no,yes,1,no,furnished
6865810,8595,6,1,3,yes,yes,no,no,yes,2,no,furnished
9906243,14605,1,1,3,yes,no,yes,no,yes,3,no,unfurnished
8451396,13115,1,3,1,no,no,no,no,yes,2,no,unfurnished
8561753,7294,3,5,4,yes,yes,no,no,no,1,yes,furnished
6963024,7527,6,1,1,yes,no,no,no,yes,0,no,semi-furnished
7540297,6757,4,2,4,yes,no,yes,no,no,2,yes,unfurnished
8712361,13595,1,1,4,yes,yes,no,no,yes,0,no,unfurnished
11408248,14647,5,5,4,no,yes,yes,no,no,0,yes,furnished
6161486,2969,6,5,1,yes,no,yes,no,yes,1,no,furnished
7354376,11985,1,1,2,yes,yes,yes,no,no,1,yes,unfurnished
5277121,1891,4,5,3,yes,no,yes,no,yes,0,no,unfurnished
6994565,5470,3,5,2,yes,no,yes,no,yes,0,yes,furnished
6889088,8175,6,2,2,no,no,no,no,no,3,no,furnished
7316522,11225,1,3,2,yes,yes,no,no,yes,3,no,unfurnished
7242107,10556,1,5,3,no,no,no,no,no,1,no,furnished
7872809,9320,5,4,2,no,no,yes,no,no,2,yes,semi-furnished
9334337,10206,5,3,3,yes,yes,yes,no,yes,0,no,unfurnished
10007012,10991,6,3,3,no,no,yes,no,yes,2,no,furnished
6993147,7812,1,4,3,yes,no,no,no,yes,0,yes,furnished
7748975,8519,6,1,4,yes,yes,yes,no,no,1,no,semi-furnished
9466600,14669,1,2,4,yes,yes,yes,no,yes,2,no,semi-furnished
6391492,5612,5,5,2,no,yes,no,yes,no,1,no,furnished
7625265,10710,4,1,4,yes,no,no,no,no,0,no,semi-furnished
9156731,13373,2,4,3,no,no,yes,no,no,1,yes,unfurnished
4274541,2198,2,2,4,yes,no,yes,no,yes,2,no,furnished
8593382,13065,1,2,3,yes,no,no,no,yes,3,no,semi-furnished
6233415,6238,5,2,1,yes,yes,no,no,yes,1,no,semi-furnished
8762145,11666,3,4,4,yes,no,no,no,yes,2,no,unfurnished
6072068,7089,3,1,2,yes,yes,no,no,no,1,yes,semi-furnished
8740166,12677,2,5,1,no,no,no,no,yes,1,no,semi-furnished
6264031,7257,4,2,1,yes,no,yes,no,yes,3,no,unfurnished
9192642,13241,2,2,4,no,no,yes,no,yes,2,no,semi-furnished
6270527,8705,1,1,4,no,no,no,no,no,2,yes,semi-furnished
5878005,4719,4,2,2,yes,no,yes,no,no,2,yes,unfurnished
3066526,1302,3,2,1,yes,no,no,no,yes,0,no,unfurnished
